trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.2,0.85,-1.0,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,False,0.2727272727272727,0.45454545454545453
2,0.2,0.85,-1.0,0.75,0.25,1.0,0.0,1.0,False,0.25,0.4166666666666667
3,0.2,0.85,-1.0,0.6923076923076923,0.3076923076923077,0.5,0.0,0.5,False,0.3076923076923077,0.46153846153846156
4,0.2,0.85,-1.0,0.6428571428571429,0.35714285714285715,0.3333333333333333,0.0,0.3333333333333333,False,0.35714285714285715,0.42857142857142855
5,0.2,0.85,-1.0,0.6666666666666666,0.3333333333333333,0.25,0.0,0.25,False,0.3333333333333333,0.4
6,0.2,0.85,-1.0,0.6875,0.3125,0.2,0.0,0.2,False,0.3125,0.375
7,0.2,0.85,-1.0,0.6470588235294118,0.35294117647058826,0.16666666666666666,0.0,0.16666666666666666,False,0.35294117647058826,0.4117647058823529
8,0.2,0.85,1.0,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.0,0.14285714285714285,True,0.3333333333333333,0.3888888888888889
9,0.2,0.85,-1.0,0.631578947368421,0.3684210526315789,0.14285714285714285,1.0,-0.8571428571428572,False,0.3684210526315789,0.42105263157894735
10,0.2,0.85,1.0,0.65,0.35,0.25,1.0,-0.75,True,0.35,0.4
11,0.2,0.85,1.0,0.6190476190476191,0.38095238095238093,0.25,1.0,-0.75,True,0.38095238095238093,0.42857142857142855
12,0.2,0.85,-1.0,0.6190476190476191,0.38095238095238093,0.25,1.0,-0.75,False,0.38095238095238093,0.38095238095238093
13,0.2,0.85,1.0,0.6190476190476191,0.38095238095238093,0.2222222222222222,1.0,-0.7777777777777778,True,0.38095238095238093,0.42857142857142855
14,0.2,0.85,1.0,0.6190476190476191,0.38095238095238093,0.2222222222222222,1.0,-0.7777777777777778,True,0.38095238095238093,0.42857142857142855
15,0.2,0.85,-1.0,0.6190476190476191,0.38095238095238093,0.2222222222222222,0.8,-0.5777777777777778,False,0.38095238095238093,0.47619047619047616
