trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.85,0.05,-1.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,True,0.45454545454545453,0.36363636363636365
2,0.85,0.05,,0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,False,0.4166666666666667,0.3333333333333333
3,0.85,0.05,-1.0,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0,True,0.38461538461538464,0.3076923076923077
4,0.85,0.05,-1.0,0.35714285714285715,0.14285714285714285,0.5,0.0,0.5,True,0.35714285714285715,0.2857142857142857
5,0.85,0.05,-1.0,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.0,0.6666666666666666,True,0.3333333333333333,0.26666666666666666
6,0.85,0.05,,0.375,0.125,0.75,0.0,0.75,False,0.375,0.25
7,0.85,0.05,-1.0,0.4117647058823529,0.11764705882352941,0.75,0.0,0.75,True,0.4117647058823529,0.29411764705882354
8,0.85,0.05,,0.3888888888888889,0.1111111111111111,0.8,0.0,0.8,False,0.3888888888888889,0.2777777777777778
9,0.85,0.05,,0.42105263157894735,0.10526315789473684,0.8,0.0,0.8,False,0.42105263157894735,0.3157894736842105
10,0.85,0.05,1.0,0.45,0.1,0.8,0.0,0.8,False,0.45,0.35
11,0.85,0.05,1.0,0.47619047619047616,0.09523809523809523,0.8,0.0,0.8,False,0.47619047619047616,0.38095238095238093
12,0.85,0.05,,0.42857142857142855,0.09523809523809523,0.8,0.0,0.8,False,0.42857142857142855,0.38095238095238093
13,0.85,0.05,,0.47619047619047616,0.09523809523809523,0.8,0.14285714285714285,0.6571428571428573,False,0.47619047619047616,0.42857142857142855
14,0.85,0.05,,0.47619047619047616,0.09523809523809523,0.8,0.125,0.675,False,0.47619047619047616,0.42857142857142855
15,0.85,0.05,,0.47619047619047616,0.09523809523809523,0.8,0.1111111111111111,0.6888888888888889,False,0.47619047619047616,0.42857142857142855
16,0.85,0.05,-1.0,0.47619047619047616,0.09523809523809523,0.8,0.1,0.7000000000000001,True,0.47619047619047616,0.42857142857142855
17,0.85,0.05,-1.0,0.5238095238095238,0.09523809523809523,0.6666666666666666,0.1,0.5666666666666667,True,0.5238095238095238,0.47619047619047616
18,0.85,0.05,,0.5238095238095238,0.09523809523809523,0.7142857142857143,0.1,0.6142857142857143,False,0.5238095238095238,0.47619047619047616
19,0.85,0.05,-1.0,0.5714285714285714,0.09523809523809523,0.7142857142857143,0.1,0.6142857142857143,True,0.5714285714285714,0.47619047619047616
20,0.85,0.05,-1.0,0.6190476190476191,0.09523809523809523,0.75,0.1,0.65,True,0.6190476190476191,0.5238095238095238
21,0.85,0.05,-1.0,0.6666666666666666,0.047619047619047616,0.7777777777777778,0.1,0.6777777777777778,True,0.6666666666666666,0.5714285714285714
22,0.85,0.05,,0.6666666666666666,0.047619047619047616,0.8,0.1,0.7000000000000001,False,0.6666666666666666,0.5714285714285714
23,0.85,0.05,-1.0,0.7142857142857143,0.047619047619047616,0.8,0.2,0.6000000000000001,True,0.7142857142857143,0.6190476190476191
24,0.85,0.05,-1.0,0.7619047619047619,0.047619047619047616,0.9,0.2,0.7,True,0.7619047619047619,0.6666666666666666
25,0.85,0.05,-1.0,0.8095238095238095,0.047619047619047616,0.9,0.2,0.7,True,0.8095238095238095,0.7142857142857143
26,0.85,0.05,-1.0,0.8571428571428571,0.047619047619047616,0.9,0.2,0.7,True,0.8571428571428571,0.7619047619047619
27,0.85,0.05,-1.0,0.8571428571428571,0.047619047619047616,0.9,0.2,0.7,True,0.8571428571428571,0.8095238095238095
28,0.85,0.05,-1.0,0.8571428571428571,0.047619047619047616,0.9,0.2,0.7,True,0.8571428571428571,0.8095238095238095
29,0.85,0.05,-1.0,0.8571428571428571,0.09523809523809523,1.0,0.2,0.8,True,0.8571428571428571,0.8095238095238095
30,0.85,0.05,-1.0,0.8571428571428571,0.09523809523809523,0.9,0.2,0.7,True,0.8571428571428571,0.8095238095238095
31,0.85,0.05,-1.0,0.8095238095238095,0.14285714285714285,0.9,0.2,0.7,True,0.8095238095238095,0.7619047619047619
32,0.85,0.05,1.0,0.8095238095238095,0.14285714285714285,0.9,0.2,0.7,False,0.8095238095238095,0.7142857142857143
33,0.85,0.05,-1.0,0.8571428571428571,0.14285714285714285,0.9,0.3,0.6000000000000001,True,0.8571428571428571,0.7619047619047619
34,0.85,0.05,-1.0,0.8571428571428571,0.14285714285714285,0.9,0.3,0.6000000000000001,True,0.8571428571428571,0.7619047619047619
35,0.85,0.05,-1.0,0.8095238095238095,0.19047619047619047,0.9,0.3,0.6000000000000001,True,0.8095238095238095,0.7142857142857143
36,0.85,0.05,-1.0,0.7619047619047619,0.23809523809523808,0.9,0.3,0.6000000000000001,True,0.7619047619047619,0.7142857142857143
37,0.85,0.05,-1.0,0.7619047619047619,0.23809523809523808,0.9,0.3,0.6000000000000001,True,0.7619047619047619,0.7142857142857143
38,0.85,0.05,-1.0,0.7619047619047619,0.23809523809523808,0.9,0.3,0.6000000000000001,True,0.7619047619047619,0.6666666666666666
39,0.85,0.05,1.0,0.7142857142857143,0.2857142857142857,0.9,0.3,0.6000000000000001,False,0.7142857142857143,0.6190476190476191
40,0.85,0.05,-1.0,0.7142857142857143,0.2857142857142857,0.9,0.3,0.6000000000000001,True,0.7142857142857143,0.6666666666666666
41,0.85,0.05,1.0,0.7142857142857143,0.2857142857142857,0.9,0.3,0.6000000000000001,False,0.7142857142857143,0.6666666666666666
42,0.85,0.05,-1.0,0.7142857142857143,0.2857142857142857,0.9,0.4,0.5,True,0.7142857142857143,0.6666666666666666
43,0.85,0.05,-1.0,0.7619047619047619,0.23809523809523808,0.9,0.4,0.5,True,0.7619047619047619,0.7142857142857143
44,0.85,0.05,-1.0,0.7619047619047619,0.23809523809523808,0.9,0.4,0.5,True,0.7619047619047619,0.7142857142857143
45,0.85,0.05,1.0,0.7619047619047619,0.23809523809523808,0.9,0.4,0.5,False,0.7619047619047619,0.7142857142857143
46,0.85,0.05,1.0,0.7142857142857143,0.23809523809523808,0.9,0.5,0.4,False,0.7142857142857143,0.6666666666666666
47,0.85,0.05,-1.0,0.7142857142857143,0.23809523809523808,0.9,0.4,0.5,True,0.7142857142857143,0.6666666666666666
48,0.85,0.05,-1.0,0.7142857142857143,0.23809523809523808,0.9,0.4,0.5,True,0.7142857142857143,0.6666666666666666
49,0.85,0.05,1.0,0.7142857142857143,0.23809523809523808,0.8,0.4,0.4,False,0.7142857142857143,0.6190476190476191
50,0.85,0.05,-1.0,0.7619047619047619,0.19047619047619047,0.8,0.5,0.30000000000000004,True,0.7619047619047619,0.6666666666666666
51,0.85,0.05,-1.0,0.7142857142857143,0.23809523809523808,0.8,0.5,0.30000000000000004,True,0.7142857142857143,0.6190476190476191
52,0.85,0.05,-1.0,0.7619047619047619,0.19047619047619047,0.8,0.5,0.30000000000000004,True,0.7619047619047619,0.6666666666666666
53,0.85,0.05,-1.0,0.7619047619047619,0.19047619047619047,0.8,0.5,0.30000000000000004,True,0.7619047619047619,0.7142857142857143
