bin_centers,left_p_high,right_p_high
-0.49,0.2079002079002079,0.0
-0.47,0.2079002079002079,0.0
-0.45,0.0,0.0
-0.43,0.0,0.0
-0.41,0.10395010395010396,0.0
-0.39,0.0,0.0
-0.37,0.0,0.0
-0.35,0.0,0.0
-0.33,0.10395010395010396,0.2079002079002079
-0.31,0.0,0.2079002079002079
-0.29,0.2079002079002079,0.0
-0.27,0.0,0.10395010395010396
-0.25,0.0,0.0
-0.23,0.2079002079002079,0.10395010395010396
-0.21,0.2079002079002079,0.0
-0.19,0.2079002079002079,0.0
-0.17,0.2079002079002079,0.0
-0.15,0.10395010395010396,0.0
-0.13,0.2079002079002079,0.0
-0.11,0.10395010395010396,0.0
-0.09,0.10395010395010396,0.0
-0.07,0.10395010395010396,0.0
-0.05,0.0,0.0
-0.03,0.10395010395010396,0.0
-0.01,0.0,0.0
0.01,0.0,0.10395010395010396
0.03,0.31185031185031187,0.0
0.05,0.10395010395010396,0.0
0.07,0.31185031185031187,0.0
0.09,0.2079002079002079,0.0
0.11,0.2079002079002079,0.10395010395010396
0.13,0.31185031185031187,0.10395010395010396
0.15,0.7276507276507277,0.10395010395010396
0.17,0.4158004158004158,0.31185031185031187
0.19,0.10395010395010396,0.2079002079002079
0.21,0.31185031185031187,0.10395010395010396
0.23,0.31185031185031187,0.2079002079002079
0.25,0.6237006237006237,0.2079002079002079
0.27,0.4158004158004158,0.31185031185031187
0.29,0.31185031185031187,0.2079002079002079
0.31,0.31185031185031187,0.10395010395010396
0.33,0.4158004158004158,0.31185031185031187
0.35,0.2079002079002079,0.10395010395010396
0.37,0.31185031185031187,0.2079002079002079
0.39,0.2079002079002079,0.4158004158004158
0.41,0.2079002079002079,0.10395010395010396
0.43,0.31185031185031187,0.10395010395010396
0.45,0.31185031185031187,0.31185031185031187
0.47,0.31185031185031187,0.2079002079002079
0.49,0.31185031185031187,0.31185031185031187
0.51,0.4158004158004158,0.2079002079002079
0.53,0.31185031185031187,0.10395010395010396
0.55,0.0,0.2079002079002079
0.57,0.2079002079002079,0.4158004158004158
0.59,0.31185031185031187,0.10395010395010396
0.61,0.10395010395010396,0.31185031185031187
0.63,0.10395010395010396,0.0
0.65,0.2079002079002079,0.10395010395010396
0.67,0.31185031185031187,0.10395010395010396
0.69,0.2079002079002079,0.2079002079002079
0.71,0.2079002079002079,0.2079002079002079
0.73,0.10395010395010396,0.0
0.75,0.2079002079002079,0.10395010395010396
0.77,0.2079002079002079,0.4158004158004158
0.79,0.10395010395010396,0.0
0.81,0.0,0.2079002079002079
0.83,0.10395010395010396,0.0
0.85,0.10395010395010396,0.0
0.87,0.0,0.10395010395010396
0.89,0.0,0.10395010395010396
0.91,0.10395010395010396,0.10395010395010396
0.93,0.31185031185031187,0.0
0.95,0.0,0.10395010395010396
0.97,0.4158004158004158,0.2079002079002079
0.99,0.10395010395010396,0.0
1.01,0.31185031185031187,0.0
1.03,0.10395010395010396,0.2079002079002079
1.05,0.2079002079002079,0.10395010395010396
1.07,0.10395010395010396,0.10395010395010396
1.09,0.10395010395010396,0.10395010395010396
1.11,0.10395010395010396,0.0
1.13,0.0,0.10395010395010396
1.15,0.10395010395010396,0.0
1.17,0.0,0.0
1.19,0.10395010395010396,0.10395010395010396
1.21,0.0,0.0
1.23,0.0,0.0
1.25,0.0,0.10395010395010396
1.27,0.0,0.0
1.29,0.0,0.10395010395010396
1.31,0.2079002079002079,0.0
1.33,0.10395010395010396,0.0
1.35,0.0,0.0
1.37,0.10395010395010396,0.0
1.39,0.0,0.2079002079002079
1.41,0.2079002079002079,0.10395010395010396
1.43,0.10395010395010396,0.31185031185031187
1.45,0.2079002079002079,0.10395010395010396
1.47,0.0,0.10395010395010396
