,trial_index,interconnectivity_strength
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.0
14,15,0.0
15,16,0.0
16,17,0.0
17,18,0.0
18,19,0.0
19,20,0.0
20,21,0.0
21,22,0.0
22,23,0.0
23,24,0.0
24,25,0.0
25,26,0.0
26,27,0.0
27,28,0.0
28,29,0.0
29,30,0.0
30,31,0.0
31,32,0.0
32,33,0.0
33,34,0.0
34,35,0.0
35,36,0.0
36,37,0.0
37,38,0.0
38,39,0.0
39,40,0.0
40,41,0.0
41,42,0.0
42,43,0.0
43,44,0.0
44,45,0.0
45,46,0.0
46,47,0.0
47,48,0.0
48,49,0.0
49,50,0.0
50,51,0.0
51,52,0.0
52,53,0.0
53,54,0.0
54,55,0.0
55,56,0.0
56,57,0.0
57,58,0.0
58,59,0.0
59,60,0.0
60,61,0.0
61,62,0.0
62,63,0.0
63,64,0.0
64,65,0.0
65,66,0.0
66,67,0.0
67,68,0.0
68,69,0.0
69,70,0.0
70,71,0.0
71,72,0.0
72,73,0.0
73,74,0.0
74,75,0.0
75,76,0.0
76,77,0.0
77,78,0.0
78,79,0.0
79,80,0.0
80,81,0.0
81,82,0.0
82,83,0.0
83,84,0.0
84,85,0.0
85,86,0.0
86,87,0.0
87,88,0.0
88,89,0.0
89,90,0.0
90,91,0.0
91,92,0.0
92,93,0.0
93,94,0.0
94,95,0.0
95,96,0.0
96,97,0.0
97,98,0.0
98,99,0.0
99,100,0.0
100,101,0.0
101,102,0.0
102,103,0.0
103,104,0.0
104,105,0.0
105,106,0.0
106,107,0.0
107,108,17.136723646686885
108,109,16.994464573727107
109,110,16.98897108200829
110,111,8.083069373715503
111,112,17.286568969589403
112,113,17.975082307017853
113,114,18.963181065632103
114,115,18.137663702688332
115,116,18.299432233452876
116,117,18.12043863711691
117,118,18.042618368178736
118,119,19.647577341844286
119,120,9.349381220287313
120,121,9.937594476881413
121,122,10.014587477502985
122,123,21.30723755855582
123,124,19.795432082613015
124,125,20.53981644819392
125,126,20.476407330544376
126,127,21.78374330781054
127,128,22.698979103594716
128,129,35.15820004276592
129,130,35.33899712237322
130,131,35.32572238342652
131,132,37.34731381251294
132,133,40.15095205520926
133,134,37.06977544026772
134,135,11.496305634830525
135,136,26.994387735238934
136,137,17.013557386646646
137,138,17.65730718044569
138,139,18.00831077843787
139,140,16.730918414918452
140,141,9.907663280014113
141,142,13.397887366930979
