leftP,rightP,trial_response_side,trial_reward,cue_time
0.2,0.85,-1.0,0.0,26.17045
0.2,0.85,-1.0,0.0,29.40045
0.2,0.85,-1.0,0.0,32.1668
0.2,0.85,-1.0,0.0,34.8226
0.2,0.85,-1.0,1.0,37.26065
0.2,0.85,-1.0,0.0,39.9896
0.2,0.85,-1.0,0.0,43.13905
0.2,0.85,-1.0,0.0,45.9601
0.2,0.85,-1.0,0.0,48.5072
0.2,0.85,-1.0,0.0,51.41785
0.2,0.85,-1.0,1.0,56.5532
0.2,0.85,-1.0,0.0,59.3965
0.2,0.85,-1.0,0.0,62.32255
0.2,0.85,-1.0,0.0,64.82845
0.2,0.85,1.0,1.0,68.16635
0.2,0.85,-1.0,0.0,71.07635
0.2,0.85,-1.0,0.0,74.19785
0.2,0.85,-1.0,0.0,80.56165
0.2,0.85,-1.0,1.0,83.62705
0.2,0.85,-1.0,0.0,86.61605
0.2,0.85,-1.0,1.0,94.2833
0.2,0.85,1.0,1.0,99.52525
0.2,0.85,-1.0,1.0,102.65325
0.2,0.85,1.0,1.0,105.65355
0.2,0.85,-1.0,0.0,108.60545
0.2,0.85,-1.0,0.0,112.1149
0.2,0.85,-1.0,0.0,115.51785
0.2,0.85,,,120.32905
0.2,0.85,-1.0,0.0,132.92185
0.2,0.85,-1.0,0.0,140.49535
0.2,0.85,-1.0,0.0,149.77915
0.2,0.85,,,153.9958
0.2,0.85,1.0,1.0,162.10025
0.2,0.85,-1.0,0.0,167.24305
0.2,0.85,-1.0,0.0,170.10205
0.2,0.85,-1.0,0.0,176.7976
0.2,0.85,-1.0,0.0,180.48855
0.2,0.85,-1.0,1.0,182.91495
0.2,0.85,-1.0,0.0,186.2515
0.2,0.85,1.0,1.0,191.3406
0.2,0.85,1.0,1.0,194.9801
0.2,0.85,-1.0,0.0,197.89895
0.2,0.85,-1.0,0.0,200.88595
0.2,0.85,1.0,1.0,203.88335
0.2,0.85,1.0,0.0,207.83385
0.2,0.85,1.0,1.0,213.4636
0.2,0.85,1.0,1.0,216.4371
0.2,0.85,1.0,0.0,220.55295
0.2,0.85,1.0,0.0,226.63345
0.2,0.85,1.0,1.0,230.09115
0.2,0.85,1.0,1.0,234.164
0.2,0.85,1.0,1.0,236.52555
0.2,0.85,1.0,1.0,240.71575
0.2,0.85,1.0,1.0,243.215
0.2,0.85,1.0,1.0,247.7714
0.2,0.85,1.0,1.0,251.6808
0.2,0.85,1.0,1.0,254.5765
0.2,0.85,1.0,1.0,257.78875
0.2,0.85,1.0,1.0,260.54575
0.2,0.85,1.0,1.0,264.52505
0.2,0.85,1.0,1.0,267.22175
